Count_UID,Count_Timestamp,Property,SKU,Item Name,Department,Counted_Qty,Counted_By,Notes
8a707ac4,11/5/2025 11:08:19,HSV,786311104254,"_Tent Stake_Wilcor_Nail 10""",RV & Camping Supplies,16,98012455,
03b2161f,11/5/2025 11:08:41,HSV,756815011440,_Hitch Pin_Wilcor_ w/Hitch Pin Clip Com,RV & Camping Supplies,4,98012455,
1359e5f6,11/5/2025 11:08:51,HSV,14717255202,_Level_Wilcor_Retro rv bubble level,RV & Camping Supplies,4,98012455,
e2109990,11/5/2025 11:09:06,HSV,14717427135,_RV_Wilcor_Lantern snaps,RV & Camping Supplies,2,98012455,
134f24f1,11/5/2025 11:09:18,HSV,28985967767,_Treatment_Thetford_Aqua Max Holding tank treatment,RV & Camping Supplies,2,98012455,
897a8334,11/5/2025 11:09:32,HSV,850013893072,_EcoStrong_SepticTank_TreatmentPacks,RV & Camping Supplies,4,98012455,
4da7b977,11/5/2025 11:09:41,HSV,742693917998,_Sewer treatment_Wilcor_Porta pak blue 10pk,RV & Camping Supplies,1,98012455,
5fe5157b,11/5/2025 11:09:49,HSV,52427610010,_Tape_Wilcor_Gorilla Tape to go,Household,1,98012455,
8dd1c186,11/5/2025 11:10:01,HSV,52427010384,_Tape_Wilcor_Gorilla Tape,RV & Camping Supplies,7,98012455,
b32c2d6a,11/5/2025 11:10:15,HSV,52427602701,_Tape_Wilcor_Gorilla Tape Crystal Clear,Household,6,98012455,
2635b378,11/5/2025 11:10:25,HSV,X004bnomw5,_Coupler Pin_UK_Coupler/Pin for RV camper,RV & Camping Supplies,16,98012455,
fa0e82fb,11/5/2025 11:11:55,HSV,786311900306,_Coax_Wilcor_25' Coax Cable,RV & Camping Supplies,5,98012455,
4ee498d4,11/5/2025 11:12:10,HSV,786311900313,_Coax_Wilcor_50' Coax Cable,RV & Camping Supplies,5,98012455,
ce8ea3df,11/5/2025 11:12:23,HSV,79567490357,_Oil_UK_WD40 2.75oz,RV & Camping Supplies,7,98012455,
52662331,11/5/2025 11:12:35,HSV,601402516306,_Lubricant_unknown_Aladdin Magic Lube PTFE Lubricant,RV & Camping Supplies,12,98012455,
84774025,11/5/2025 11:13:21,HSV,786311900320,_Coax_Wilcor_6 ft Coax cable,RV & Camping Supplies,1,98012455,
5d978f35,11/5/2025 11:13:26,HSV,79567100706,_Oil_Wilcor_3 &1 oil telescoping spout 4oz,RV & Camping Supplies,5,98012455,
fdaf347a,11/5/2025 11:13:46,HSV,14717411059,_Slide Out Lubricant_Camco_15 oz,RV & Camping Supplies,2,98012455,
2abef230,11/5/2025 11:13:58,HSV,79567120131,_RV conditioner_3 in1 rubber seal conditioner,RV & Camping Supplies,2,98012455,
ba1b0ba9,11/5/2025 11:14:11,HSV,14717201353,_Hose connect_Wilcor_Quick hose connect brass,Household,2,98012455,
6c62fa78,11/5/2025 11:14:23,HSV,52427520128,_Glue_Wilcor_White Gorilla Glue,RV & Camping Supplies,10,98012455,
ae683301,11/5/2025 11:14:36,HSV,786311301998,_Hose Mender_Wilcor_Garden Hose Mender,RV & Camping Supplies,1,98012455,
4b496651,11/5/2025 11:14:46,HSV,14717398572,_Sewer fitting_Wilcor_Rhino 90 Swivel,RV & Camping Supplies,3,98012455,
c0d45b24,11/5/2025 11:15:05,HSV,14717397520,_Storage caps_Wilcor_RV Sewer Hose Storage Caps,RV & Camping Supplies,1,98012455,
8b7dfbf6,11/5/2025 11:15:20,HSV,14717397520,_Storage caps_Wilcor_RV Sewer Hose Storage Caps,RV & Camping Supplies,2,98012455,
4f6c2765,11/5/2025 11:15:32,HSV,14717397520,_Storage caps_Wilcor_RV Sewer Hose Storage Caps,RV & Camping Supplies,1,98012455,
2fdb08ff,11/5/2025 11:15:49,HSV,14717397520,_Storage caps_Wilcor_RV Sewer Hose Storage Caps,RV & Camping Supplies,3,98012455,
97028059,11/5/2025 11:16:05,HSV,14717398121,_Rhino WYE Fitting_Camco_ Swivels,RV & Camping Supplies,1,98012455,
b31a83b5,11/5/2025 11:16:12,HSV,14717390729,_Hose Connector_Wilcor_Dual Flush Sewer,RV & Camping Supplies,1,98012455,
83c3695e,11/5/2025 11:16:23,HSV,14717400640,Water Pressure Reg. with Gauge,RV & Camping Supplies,1,98012455,
5e75620d,11/5/2025 11:16:40,HSV,817739010039,_Funnel_Wilcor_1 pint,Household,3,98012455,
ae5949fe,11/5/2025 11:16:49,HSV,5897,_Clamp_Wilcor_Hose clamp 3/4 -1 1/2,RV & Camping Supplies,4,98012455,
215009fa,11/5/2025 11:17:13,HSV,1041,_Adapter_Wilcor_Triangle 30M/15F,RV & Camping Supplies,1,98012455,
a45d64dc,11/5/2025 11:18:02,HSV,14717402873,_Sanitation Gloves_Camco_ 1 pair,RV & Camping Supplies,3,98012455,
8f9ccb76,11/5/2025 11:18:20,HSV,14717402859,_Gloves_Wilcor_RV Sanitation Disposable Gloves,RV & Camping Supplies,3,98012455,
9c0e6d7e,11/5/2025 11:18:44,HSV,14717403245,_Cap_Wilcor_Camco RV Bumper Cap,RV & Camping Supplies,5,98012455,
84914b60,11/5/2025 11:19:05,HSV,83771863159,_Screwdriver_Wilcor_6 in 1 screwdriver,Household,2,98012455,
046183af,11/5/2025 11:19:26,HSV,14717390804,_Blaster Rinser_Rhino_Rhino Blaster Rinser,RV & Camping Supplies,5,98012455,
53b2f1aa,11/5/2025 11:19:37,HSV,8859627500040,_Extension Cord_Unknown_12 foot extension cord,RV & Camping Supplies,6,98012455,
eadff907,11/5/2025 11:19:51,HSV,19079502605,_Wilcor_TeflonTape_,RV & Camping Supplies,12,98012455,
41237601,11/5/2025 11:20:08,HSV,14717225045,_Fitting_Camco_hose elbow saver brass 90,RV & Camping Supplies,7,98012455,
fa236c68,11/5/2025 11:20:26,HSV,14717225045,_Fitting_Camco_hose elbow saver brass 90,RV & Camping Supplies,11,98012455,
e5c0364c,11/5/2025 11:20:41,HSV,14717552233,_RV Electrical Adapter_Wilcor_15 to 30,RV & Camping Supplies,2,98012455,
16235148,11/5/2025 11:20:56,HSV,14717201353,_Hose connect_Wilcor_Quick hose connect brass,Household,4,98012455,
08b2311b,11/5/2025 11:21:10,HSV,79458034851,_Fuses_Wilcor_Little Fuse ATO Fuse Asortment,RV & Camping Supplies,4,98012455,
50ea56a4,11/5/2025 11:21:27,HSV,79458034875,_Fuses_Wilcor_Mine Fuse Assortment,RV & Camping Supplies,14,98012455,
b18e0186,11/5/2025 11:22:13,HSV,19079151605,_Hose Washer_Wilcor_Sheet of 10,RV & Camping Supplies,17,98012455,
28d0b9a2,11/5/2025 11:22:39,HSV,14717427074,_Hangers_Wilcor_RV awning hangers,RV & Camping Supplies,1,98012455,
17d81b60,11/5/2025 11:22:52,HSV,661899115574,_Electric Adapter_Wilcor_ 30A male/50A female,RV & Camping Supplies,2,98012455,
b48f3d3c,11/5/2025 11:23:08,HSV,661899115574,_Electric Adapter_Wilcor_ 30A male/50A female,RV & Camping Supplies,5,98012455,
a8dd168b,11/5/2025 11:23:24,HSV,661899157666,Extension cord_Wilcor_Prostar 25 ft,RV & Camping Supplies,2,98012455,
d4fbe4bf,11/5/2025 11:23:38,HSV,8859627500149,_Extension Cord_Unknown_hyper tough 25-foot extension cord,RV & Camping Supplies,4,98012455,
44ba384a,11/5/2025 11:24:55,HSV,14717229319,_Hose_Wilcor_Freeze Ban 2000,RV & Camping Supplies,1,98012455,
77c5507f,11/5/2025 11:25:18,HSV,14717229319,_Hose_Wilcor_Freeze Ban 2000,RV & Camping Supplies,2,98012455,
4716cc11,11/5/2025 11:25:34,HSV,681131002349,_Antifreeze_UK_RV & Marine,RV & Camping Supplies,3,98012455,
4466f351,11/5/2025 11:25:41,HSV,775847000154,_Levelers_Wilcor_Lynx Levelers,RV & Camping Supplies,4,98012455,
7a6b6233,11/5/2025 11:26:06,HSV,14717444323,_RV_Wilcor_Wheel Chock Camco,RV & Camping Supplies,7,98012455,
451e771d,11/5/2025 11:26:23,HSV,14717393188,_Sewer_Wilcor_Camco Flexible Sewer Hose Adapter 3in1,RV & Camping Supplies,2,98012455,
4c02fdac,11/5/2025 11:26:37,HSV,14717397414,_Sewer Hose Kit_Rhino Flex_20ft,RV & Camping Supplies,2,98012455,
f08721b4,11/5/2025 11:26:51,HSV,31724400623,_Hose_Wilcor_zero-g rv marine hose,RV & Camping Supplies,3,98012455,
a6864fe1,11/5/2025 11:27:02,HSV,14717398619,_Sewer hose_Wilcor_Rhino extreme,RV & Camping Supplies,1,98012455,
0fc68938,11/5/2025 11:27:18,HSV,31724850329,"_Water Hose_Wilcor_Aqua Flex Water Hose 5/8"" 25 ft",RV & Camping Supplies,4,98012455,
b55a4db8,11/5/2025 11:28:06,HSV,49000050745,_Drinks_Coca Cola_Powerade Zero Grape,Beverages,4,98012455,
be3bfaa2,11/5/2025 11:28:27,HSV,4976400,_Drinks_Coke_Sprite 20 oz,Soft Drinks,41,98012455,
77fc9766,11/5/2025 11:29:08,HSV,49000007909,_Drinks_Coke_Powerade_Mountain Berry Blast,Soft Drinks,18,98012455,
917ef6a4,11/5/2025 11:29:29,HSV,49000032789,_Drinks_Coke_Powerade Orange,Soft Drinks,18,98012455,
83b84073,11/5/2025 11:29:48,HSV,1264904,_Drinks_Starbucks_Frappuccino,Beverages,1,98012455,
bbd2496c,11/5/2025 11:30:01,HSV,25000061516,_Drinks_Coke_Minute Maid_Apple Juice,Soft Drinks,8,98012455,
9788aa1e,11/5/2025 11:30:17,HSV,49000023923,_Drinks_Coke_Barq's Root Beer 20oz,Soft Drinks,1,98012455,
b5e4acd6,11/5/2025 11:30:33,HSV,25000058868,"Minute Maid Pink Lemonade, Coke",Beverages,10,98012455,
0174b18d,11/5/2025 11:30:49,HSV,72979004174,_Drinks_Coke_Seagrams Ginger Ale,Soft Drinks,9,98012455,
d4e0d3f3,11/5/2025 11:31:10,HSV,83900005771,_Drinks_Coke_Gold Peak Unsweetened,Soft Drinks,17,98012455,
0419459e,11/5/2025 11:32:23,HSV,83900005757,_Drinks_Coke_Gold Peak_Sweet Tea,Soft Drinks,17,98012455,
e0772111,11/5/2025 11:33:11,HSV,4976400,_Drinks_Coke_Sprite 20 oz,Soft Drinks,44,98012455,
6876a7b4,11/5/2025 11:33:26,HSV,815154025546,_Drinks_Coke_Reign Storm Peach Nectarine 12oz,Beverages,8,98012455,
7b709146,11/5/2025 11:33:40,HSV,4997704,_Drinks_Coke_ Dasani 20 oz,Soft Drinks,12,98012455,
0ea40fea,11/5/2025 11:33:58,HSV,1264904,_Drinks_Starbucks_Frappuccino,Beverages,13,98012455,
5f73bd55,11/5/2025 11:34:41,HSV,815154020008,_Drink_Nos_High Performance Energy,Beverages,13,98012455,
f1593e32,11/5/2025 11:35:18,HSV,70847811169,_Drinks_Coke_ Monster Energy black can with green,Beverages,9,98012455,
bc80b495,11/5/2025 11:35:35,HSV,70847000037,_Monster_Energy_Drink_16oz_Zero_Sugar_,Beverages,12,98012455,
7f8102ae,11/5/2025 11:35:54,HSV,70847020905,_Drinks_Coke_Monster_Ultra Sunrise,Soft Drinks,16,98012455,
01634ca1,11/5/2025 11:36:12,HSV,70847891857,_Drinks_Coke_Monster Energy Strawberry Dreams,Food Service,30,98012455,
67125ff5,11/5/2025 11:36:39,HSV,70847012474,_Drinks_Coke_ Monster Energy Zero Ultra,Soft Drinks,3,98012455,
56335f07,11/5/2025 11:36:57,HSV,786311102137,_Chair_Wilcor_Buffalo plaid straight back chair,RV & Camping Supplies,5,98012455,
4afb5833,11/5/2025 11:37:38,HSV,786311122531,_Chair_Wilcor_First Responder Straight Back Chair,RV & Camping Supplies,1,98012455,
12d57642,11/5/2025 11:37:50,HSV,786311122548,_Camping Chair_Wilcor_American Camper Straight Back,RV & Camping Supplies,1,98012455,
24e0be77,11/5/2025 11:37:58,HSV,786311122517,_Camping Chair_Wilcor_Bigfoot Straight Back Chair,RV & Camping Supplies,2,98012455,
df872733,11/5/2025 11:38:12,HSV,650231021840,_Pool Noodle_UK_Pool Noodle,Toys,5,98012455,
8f793649,11/5/2025 11:38:20,HSV,786311122555,_Camping Chair_Wilcor_Outdoor Patch Straight Back Chair,RV & Camping Supplies,1,98012455,
12d62c96,11/5/2025 11:38:27,HSV,786311102021,_Adult Camp Chair_Wilcor_Black Bear Arm Chair,RV & Camping Supplies,1,98012455,
c75a4141,11/5/2025 11:38:33,HSV,786311102656,_Chair_Wilcor_Happy Camper Kid's chair,RV & Camping Supplies,1,98012455,
ecdd2faa,11/5/2025 11:38:45,HSV,43388004611,_Fishing Pole_Wilcor_Shakespear Lake/Pond Complete Fishing Kit,Sporting Goods,1,98012455,
f2604d3a,11/5/2025 11:39:07,HSV,53398009308,_Bait_Wilcor_Fire Minnows,Sporting Goods,2,98012455,
061b9ccf,11/5/2025 11:39:14,HSV,X002b2nnm3,_Hooks_unknown_barbless Fishing hooks,Sporting Goods,34,98012455,
e4cb834c,11/5/2025 11:40:36,HSV,83941057968,_Fishing Supplies_Wilcor_Bass Casting Sinkers 18 Piece,Sporting Goods,1,98012455,
bb14c141,11/5/2025 11:40:50,HSV,47708704847,_Fishing Supplies_Wilcor_Split Shot,Sporting Goods,7,98012455,
49063991,11/5/2025 11:41:02,HSV,28632259252,_Fishing Bait_Gulp Ailve_Watermelon,Sporting Goods,9,98012455,
d0ed2c06,11/5/2025 11:41:40,HSV,28632259207,"_Fishing Bait_Wilcor_Gulp alive 1"" minnow black shad",Sporting Goods,6,98012455,
61bceac0,11/5/2025 11:42:08,HSV,53398008912,_Floats_Wilcor_Fire floats combo,Sporting Goods,12,98012455,
7a9d301d,11/5/2025 11:42:26,HSV,43388485304,_Fishing rod_Wilcor_Spiderman Shakespeare,Sporting Goods,2,98012455,
1f5ac621,11/5/2025 11:42:40,HSV,43388485304,_Fishing rod_Wilcor_Spiderman Shakespeare,Sporting Goods,3,98012455,
f6b983c9,11/5/2025 11:42:51,HSV,43388485366,_Fishing pole_Toy Story 4 Shakespeare,Sporting Goods,1,98012455,
fece9777,11/5/2025 11:43:02,HSV,43388485328,_Fishing Pole_Wilcor_Frozen,Sporting Goods,2,98012455,
fc1661a1,11/5/2025 11:43:18,HSV,43388485304,_Fishing rod_Wilcor_Spiderman Shakespeare,Sporting Goods,4,98012455,
20feb5b1,11/5/2025 11:43:29,HSV,786311006008,_Fishing Pole_Wilcor_Spincast Delux,Sporting Goods,1,98012455,
84e88e79,11/5/2025 11:43:42,HSV,786311508144,_Goggles_Wilcor_ Deluxe Youth,Sporting Goods,8,98012455,
23a52089,11/5/2025 11:44:27,HSV,786311508144,_Goggles_Wilcor_ Deluxe Youth,Sporting Goods,10,98012455,
a275dd15,11/5/2025 11:44:36,HSV,786311508540,_Goggles_Wilcor_Child Swim Goggles,Swim Supplies,6,98012455,
0a877abb,11/5/2025 11:44:53,HSV,7312024,_Goggles_UK_Children's goggles,Swim Supplies,4,98012455,
5b31d68b,11/5/2025 11:45:12,HSV,786311405948,_Diapers_Wilcor_Swim Diaper,Sporting Goods,4,98012455,
651532fa,11/5/2025 11:45:23,HSV,786311505044,Light Up Ball LED 12,Toys,1,98012455,
617343ef,11/5/2025 11:45:30,HSV,78257308569,Swim Ball,Toys,2,98012455,
149f9799,11/5/2025 11:45:44,HSV,786311510703,_Towel_Wilcor_Happy Camper Beach Towel,Swim Supplies,8,98012455,
c264f713,11/5/2025 11:46:36,HSV,786311510659,_Beach Towel_UK_Lil Beach Buddy,Sporting Goods,2,98012455,
1ae6c500,11/5/2025 11:46:46,HSV,26619286598,_Beach Towel_Wilcor_Tie Dye,Swim Supplies,3,98012455,
96688757,11/5/2025 11:47:00,HSV,786311510697,_Beach Towel_Wilcor_First Responders,Sporting Goods,3,98012455,
1a74acbd,11/5/2025 11:47:18,HSV,786311510697,_Beach Towel_Wilcor_First Responders,Sporting Goods,4,98012455,
034a35cb,11/5/2025 11:47:58,HSV,786311510772,_Beach Towel_Wilcor_Bigfoot,Sporting Goods,2,98012455,
fd4011ec,11/5/2025 11:48:15,HSV,786311510772,_Beach Towel_Wilcor_Bigfoot,Sporting Goods,3,98012455,
4975a6b8,11/5/2025 11:48:23,HSV,786311513964,_Swim Ring_Wilcor_Rainbow Leopard,Swim Supplies,1,98012455,
1f55e586,11/5/2025 11:48:29,HSV,786311513964,_Swim Ring_Wilcor_Rainbow Leopard,Swim Supplies,2,98012455,
147bd2b1,11/5/2025 11:48:38,HSV,786311513964,_Swim Ring_Wilcor_Rainbow Leopard,Swim Supplies,3,98012455,
24f87fe6,11/5/2025 11:49:06,HSV,786311115175,_Fire colors_Wilcor_Campfire Colors,Sporting Goods,65,98012455,
2ffbd89a,11/5/2025 11:49:36,HSV,786311117148,_Grill_Wilcor_Campfire Grill 24x12 with legs,RV & Camping Supplies,11,98012455,
85d225d5,11/5/2025 11:49:53,HSV,786311116745,_Fire Tender Tongs_Wilcor_Single,Rome Industry Items,1,98012455,
02383ac8,11/5/2025 11:50:03,HSV,786311116721,"_Fire Poker_Wilcor_Fire Tender Poker 36""",RV & Camping Supplies,1,98012455,
ff2c1a4d,11/5/2025 11:50:10,HSV,786311116431,_Stoker_Wilcor_Fire Poker Stoker,RV & Camping Supplies,4,98012455,
bc0cab97,11/5/2025 11:50:19,HSV,43807416322,_Lighter Fluid_Expert Grill Lighter Fluid,RV & Camping Supplies,5,98012455,
8a399e64,11/5/2025 11:50:29,HSV,16800510236,Expert Grill Charcoal Briquets,RV & Camping Supplies,3,98012455,
a4a4edda,11/5/2025 11:50:39,HSV,16800510335,_Charcoal_unknown_Instant Light 6 lbs,RV & Camping Supplies,2,98012455,
5e1160a9,11/5/2025 11:50:52,HSV,601202301,_Portable Campfire_Adventuridge_Soy Wax Reusable,RV & Camping Supplies,3,98012455,
84c12fa7,11/5/2025 11:51:05,HSV,731015038138,_Cleaning Brush and scraper_unknown,Household,5,98012455,
8cfc5340,11/5/2025 11:51:18,HSV,786311203452,_Grill brush_Wilcor_BBQ coil brush 12”,Household,7,98012455,
98f920b2,11/5/2025 11:51:32,HSV,786311116929,Wilcor_BBQ Turner_Deluxe,RV & Camping Supplies,6,98012455,
fcc53dae,11/5/2025 11:51:43,HSV,786311116622,_Spatula_Wilcor_3 ft Bear Claw Extendable,Household,1,98012455,
a4c459f4,11/5/2025 11:51:53,HSV,14045324069,_Propane_unknown_16oz coleman propane,RV & Camping Supplies,6,98012455,
68198e6d,11/5/2025 11:52:26,HSV,76501219777,_Insta Clip_Unknown_Coleman Insta-Clip 2,Sporting Goods,8,98012455,
71d65b72,11/5/2025 11:52:50,HSV,76501240313,_Mantel_Colman_Insta-clip #21,Sporting Goods,34,98012455,
0a31085d,11/5/2025 11:54:03,HSV,76501240313,_Mantel_Colman_Insta-clip #21,Sporting Goods,34,98012455,
496df691,11/5/2025 11:54:16,HSV,674657175024,_Matches_Wilcor_250 Wooden matches,RV & Camping Supplies,52,98012455,
3befad03,11/5/2025 11:54:49,HSV,676758102268,_Lighter_UK_Candle Lighter,RV & Camping Supplies,3,98012455,
cc34f698,11/5/2025 11:55:03,HSV,855553008078,_Lighter_Wilcor_Neon Multi purpose,RV & Camping Supplies,6,98012455,
f9dca500,11/5/2025 11:55:14,HSV,855553008078,_Lighter_Wilcor_Neon Multi purpose,RV & Camping Supplies,15,98012455,
0668b91e,11/5/2025 11:55:32,HSV,676758102268,_Lighter_UK_Candle Lighter,RV & Camping Supplies,4,98012455,
07505ebd,11/5/2025 11:55:39,HSV,63315325077,_Lighter_Ozark_utility lighter,Household,3,98012455,
e52945d4,11/5/2025 11:57:15,HSV,786311116691,_Popcorn Extension Handle_Jiffy Wilcor_Single,RV & Camping Supplies,4,98012455,
f1e2aaa8,11/5/2025 11:57:26,HSV,64144150502,_Popcorn_Jiffy_Jiffy Pop 4.5oz,Groceries Non-Taxable,4,98012455,
65b72759,11/5/2025 11:57:42,HSV,786311117087,_Marshmallow Sticks_Wilcor_Set Of 4,Household,61,98012455,
b2145124,11/5/2025 11:58:37,HSV,44000004637,_Crackers_Graham Honey Maid_14.4 oz,Groceries Taxable,1,98012455,
272a32ef,11/5/2025 11:58:53,HSV,44000026820,_Crackers_Honey Maid_Fresh Stacks Graham Crackers,Groceries Taxable,4,98012455,
57cfc258,11/5/2025 11:59:19,HSV,3444009,_Candy_Hershey's_Reese Peanut Butter Cup 1.5oz,Groceries Taxable,22,98012455,
9a6a87aa,11/5/2025 11:59:32,HSV,3424005,_Candy_Hershey's_Milk Chocolate Bar 1.55oz,Groceries Taxable,22,98012455,
c4de24a0,11/5/2025 11:59:43,HSV,54300233156,_Marshmallows_Wilcor_Small 5 oz,Groceries Taxable,20,98012455,
7c498674,11/5/2025 12:00:08,HSV,64144150502,_Popcorn_Jiffy_Jiffy Pop 4.5oz,Groceries Non-Taxable,20,98012455,
8d75226c,11/5/2025 12:00:28,HSV,7342646,_Sour Cream_Daisy_Sour Cream 8 oz,Groceries Taxable,2,98012455,
94908f62,11/5/2025 12:01:16,HSV,54500193274,_Hotdogs_Ballpark_15 oz,Groceries Taxable,1,98012455,
8ffa0102,11/5/2025 12:01:27,HSV,71755026607,_Bacon_Kunzler_1 lb,Groceries Taxable,5,98012455,
232c45a2,11/5/2025 12:01:43,HSV,44100147043,_Milk_Schencks_2% Half Gallon,Groceries Taxable,4,98012455,
584cc5d9,11/5/2025 12:01:59,HSV,811620020879,_Milk_Fair Life_White 1% 14oz,Soft Drinks,1,98012455,
59197620,11/5/2025 12:02:11,HSV,811620020398,_Milk_Fairlife_Chocolate Milk 14oz,Soft Drinks,8,98012455,
c5f06f14,11/5/2025 12:02:20,HSV,811620020398,_Milk_Fairlife_Chocolate Milk 14oz,Soft Drinks,24,98012455,
553a8054,11/5/2025 12:02:42,HSV,860008308511,_Worms_Wanglers_Redworms,Sporting Goods,27,98012455,
72b6ce80,11/5/2025 12:03:12,HSV,83900005757,_Drinks_Coke_Gold Peak_Sweet Tea,Soft Drinks,20,98012455,
323dd019,11/5/2025 12:03:25,HSV,83900005771,_Drinks_Coke_Gold Peak Unsweetened,Soft Drinks,22,98012455,
69584f26,11/5/2025 12:03:41,HSV,12000504082,_Drinks_Mountain Dew_16.9 oz.,Soft Drinks,4,98012455,
c3fffe7c,11/5/2025 12:03:58,HSV,72979004174,_Drinks_Coke_Seagrams Ginger Ale,Soft Drinks,11,98012455,
7e753e54,11/5/2025 12:04:13,HSV,78000003864,_Drinks_Coke_Dr Pepper 16.9oz,Soft Drinks,8,98012455,
d7f83f76,11/5/2025 12:04:29,HSV,4904500,_Drinks_Coke_Diet Coke 20 oz,Soft Drinks,5,98012455,
1d40b629,11/5/2025 12:04:43,HSV,4904403,_Drinks_Coke_Coca Cola 20 oz,Soft Drinks,14,98012455,
21fd3abb,11/5/2025 12:05:00,HSV,883990661006,_Drink_Blue Ridge Beverage_Good 2 Grow Apple Juice,Beverages,12,98012455,
20f5858e,11/5/2025 12:05:18,HSV,883990661853,_Drink_Blue Ridge Beverage_Good 2 Grow Tropical Medley,Beverages,4,98012455,
a69c7f0f,11/5/2025 12:05:42,HSV,883990651205,_Drink_Blue Ridge Beverage_Good 2 Grow Fruit Punch,Beverages,9,98012455,
fef76611,11/5/2025 12:06:04,HSV,4904403,_Drinks_Coke_Coca Cola 20 oz,Soft Drinks,19,98012455,
5768e2c6,11/5/2025 12:06:23,HSV,4904500,_Drinks_Coke_Diet Coke 20 oz,Soft Drinks,9,98012455,
9b637a4e,11/5/2025 12:06:39,HSV,810161620029,_Drink_Blue Ridge Beverage_Mas + Miami Punch,Beverages,7,98012455,
fd412727,11/5/2025 12:06:50,HSV,25000058868,"Minute Maid Pink Lemonade, Coke",Beverages,14,98012455,
5e266ae3,11/5/2025 12:07:15,HSV,25000061516,_Drinks_Coke_Minute Maid_Apple Juice,Soft Drinks,20,98012455,
baee17b7,11/5/2025 12:07:34,HSV,49000032789,_Drinks_Coke_Powerade Orange,Soft Drinks,22,98012455,
94a9ee18,11/5/2025 12:07:53,HSV,49000007909,_Drinks_Coke_Powerade_Mountain Berry Blast,Soft Drinks,24,98012455,
f979fab8,11/5/2025 12:08:07,HSV,49000050745,_Drinks_Coca Cola_Powerade Zero Grape,Beverages,16,98012455,
c3d5f081,11/5/2025 12:08:33,HSV,815154026116,_Drinks_Coca Cola_Reign Citrus,Beverages,5,98012455,
6d089d4e,11/5/2025 12:08:48,HSV,815154025485,_Drinks_Coke_Reign Storm Harvest Grape 12oz,Beverages,8,98012455,
27c308e7,11/5/2025 12:09:03,HSV,70847020905,_Drinks_Coke_Monster_Ultra Sunrise,Soft Drinks,24,98012455,
60c0cc20,11/5/2025 12:09:18,HSV,70847811268,_Drinks_Coke_Monster Energy_Lo-Carb,Soft Drinks,6,98012455,
8552270e,11/5/2025 12:10:00,HSV,70847811268,_Drinks_Coke_Monster Energy_Lo-Carb,Soft Drinks,7,98012455,
dcfd2140,11/5/2025 12:10:13,HSV,70847000037,_Monster_Energy_Drink_16oz_Zero_Sugar_,Beverages,18,98012455,
29069c69,11/5/2025 12:10:25,HSV,70847012474,_Drinks_Coke_ Monster Energy Zero Ultra,Soft Drinks,10,98012455,
12880042,11/5/2025 12:10:37,HSV,70847811169,_Drinks_Coke_ Monster Energy black can with green,Beverages,15,98012455,
67a5569e,11/5/2025 12:10:51,HSV,70847891857,_Drinks_Coke_Monster Energy Strawberry Dreams,Food Service,36,98012455,
4c8ca055,11/5/2025 12:11:06,HSV,815154020008,_Drink_Nos_High Performance Energy,Beverages,20,98012455,
2545c44e,11/5/2025 12:11:15,HSV,49000072389,_Drinks_Coke_Dunkin Donuts_Mocha,Soft Drinks,14,98012455,
bf916fa3,11/5/2025 12:11:33,HSV,1264904,_Drinks_Starbucks_Frappuccino,Beverages,20,98012455,
99622f6d,11/5/2025 12:11:47,HSV,28000515751,_Milk_Blue Ridge Beverage_Nesquick Strawberry,Beverages,1,98012455,
677f0ba3,11/5/2025 12:11:56,HSV,28000772123,_Milk_Blue Ridge Beverage_Nesquick Chocolate milk,Beverages,4,98012455,
1ac623e6,11/5/2025 12:12:06,HSV,4997704,_Drinks_Coke_ Dasani 20 oz,Soft Drinks,13,98012455,
8294925a,11/5/2025 12:12:16,HSV,858176002140,_BodyArmor_Sport Water,Groceries Taxable,9,98012455,
d0ae8262,11/5/2025 12:12:27,HSV,858176002270,_Drinks_Coke_Bodyarmour Lyte Peach Mango,Soft Drinks,2,98012455,
c924c9a1,11/5/2025 12:12:34,HSV,858176002058,_Drinks_Coke_Body Armor_Orange Mango,Soft Drinks,6,98012455,
d2502e71,11/5/2025 12:19:57,MGC,817838016284,_Hammock_Kammock_Roo Double Granite Gray,RV & Camping Supplies,2,bc59537a,
68d9d271,11/5/2025 12:20:12,MGC,817838016307,_Hammock_Kammock_Roo Double Pine Green,RV & Camping Supplies,2,bc59537a,
596f0547,11/5/2025 12:20:21,MGC,817838016291,_Hammock_Kammock_Double Roo Midnight Blue,RV & Camping Supplies,2,bc59537a,
102a860f,11/5/2025 12:20:46,MGC,817838016277,_Hammock_Kammock_Roo Double Ember Orange,RV & Camping Supplies,2,bc59537a,
8688330c,11/5/2025 12:20:56,MGC,817838016321,_Hammock_Kammock_Roo Double Sunflower Gold,RV & Camping Supplies,2,bc59537a,
1cee8d53,11/5/2025 12:21:07,MGC,817838010541,_Hammock_Kammock_Roo Double XL Pine Green,RV & Camping Supplies,2,bc59537a,
11d02abc,11/5/2025 12:21:14,MGC,817838016475,_Hammock_Kammock_Roo Double XL Granite Gray,RV & Camping Supplies,2,bc59537a,
0d21755a,11/5/2025 12:23:25,MGC,817838016314,_Hammock_Kammock_Double Roo Sky Blue,,2,bc59537a,
b011efb5,11/5/2025 12:25:52,MGC,2023012606,_Beanie_Earth Sun Moon_Assorted Style,Apparel,3,bc59537a,
